region,lga,ward,gps_height_imputed_ward
Kigoma,Kigoma Urban,Rusimbi,803.0
Kilimanjaro,Hai,Hai Urban,931.6896551724138
Kilimanjaro,Hai,Machame Kaskazini,1329.25
Kilimanjaro,Hai,Machame Kusini,859.768115942029
Kilimanjaro,Hai,Machame Magharibi,1600.2380952380952
Kilimanjaro,Hai,Machame Mashariki,1302.864406779661
Kilimanjaro,Hai,Machame Uroki,1301.8026315789473
Kilimanjaro,Hai,Masama Kusini,1019.6046511627907
Kilimanjaro,Hai,Masama Magharibi,1425.7758620689656
Kilimanjaro,Hai,Masama Mashariki,1275.0841121495328
Kilimanjaro,Hai,Masama Rundugai,869.1621621621622
Kilimanjaro,Moshi Rural,Arusha Chini,725.2280701754386
Kilimanjaro,Moshi Rural,Kahe,706.016393442623
Kilimanjaro,Moshi Rural,Kahe Mashariki,712.4871794871794
Kilimanjaro,Moshi Rural,Kibosho Kati,1398.2592592592594
Kilimanjaro,Moshi Rural,Kibosho Magharibi,1333.0121951219512
Kilimanjaro,Moshi Rural,Kibosho Mashariki,1383.0588235294117
Kilimanjaro,Moshi Rural,Kilema  Kati,1436.4545454545455
Kilimanjaro,Moshi Rural,Kilema Kusini,991.7142857142857
Kilimanjaro,Moshi Rural,Kilema kaskazini,1638.9473684210527
Kilimanjaro,Moshi Rural,Kimochi,1229.4807692307693
Kilimanjaro,Moshi Rural,Kindi,1099.8510638297873
Kilimanjaro,Moshi Rural,Kirima,1124.1052631578948
Kilimanjaro,Moshi Rural,Kirua Vunjo Kusini,921.295918367347
Kilimanjaro,Moshi Rural,Kirua Vunjo Magharibi,1539.3653846153845
Kilimanjaro,Moshi Rural,Kurua Vunjo Mashariki,1296.8181818181818
Kilimanjaro,Moshi Rural,Mabogini,727.0
Kilimanjaro,Moshi Rural,Makuyuni,821.8709677419355
Kilimanjaro,Moshi Rural,Mamba Kaskazini,1525.52
Kilimanjaro,Moshi Rural,Mamba Kusini,1265.7317073170732
Kilimanjaro,Moshi Rural,Marangu Magharibi,1606.25
Kilimanjaro,Moshi Rural,Marangu Mashariki,1430.9019607843138
Kilimanjaro,Moshi Rural,Mbokomu,1085.875
Kilimanjaro,Moshi Rural,Mwika Kaskazini,1568.7619047619048
Kilimanjaro,Moshi Rural,Mwika Kusini,1311.4561403508771
Kilimanjaro,Moshi Rural,Okoani Kibosho,1457.6363636363637
Kilimanjaro,Moshi Rural,Old Moshi Magharibi,1141.7857142857142
Kilimanjaro,Moshi Rural,Old Moshi Mashariki,1141.5636363636363
Kilimanjaro,Moshi Rural,Uru Kaskazini,1333.0666666666666
Kilimanjaro,Moshi Rural,Uru Kusini Mawela,1040.2325581395348
Kilimanjaro,Moshi Rural,Uru Mashariki,1259.4736842105262
Kilimanjaro,Moshi Rural,Uru Shimbwe,1433.0666666666666
Kilimanjaro,Moshi Urban,Bondeni,814.0
Kilimanjaro,Moshi Urban,Karanga,841.8571428571429
Kilimanjaro,Moshi Urban,Kiboriloni,840.6
Kilimanjaro,Moshi Urban,Kiusa,830.5
Kilimanjaro,Moshi Urban,Korongoni,808.0
Kilimanjaro,Moshi Urban,Longuo,952.4285714285714
Kilimanjaro,Moshi Urban,Majengo,813.0
Kilimanjaro,Moshi Urban,Mawenzi,824.0
Kilimanjaro,Moshi Urban,Mji Mpya,802.0
Kilimanjaro,Moshi Urban,Msaranga,799.3333333333334
Kilimanjaro,Moshi Urban,Njoro,781.7142857142857
Kilimanjaro,Moshi Urban,Pasua,781.2
Kilimanjaro,Moshi Urban,Rau,903.8
Kilimanjaro,Mwanga,Chomvu,1457.3181818181818
Kilimanjaro,Mwanga,Jipe,732.695652173913
Kilimanjaro,Mwanga,Kifula,1353.5714285714287
Kilimanjaro,Mwanga,Kighare,1362.2432432432433
Kilimanjaro,Mwanga,Kileo,703.6363636363636
Kilimanjaro,Mwanga,Kilomeni,1530.0
Kilimanjaro,Mwanga,Kirongwe,1338.593220338983
Kilimanjaro,Mwanga,Kirya,690.3333333333334
Kilimanjaro,Mwanga,Kwakoa,796.4067796610169
Kilimanjaro,Mwanga,Lake Jipe,683.7692307692307
Kilimanjaro,Mwanga,Lembeni,955.9894736842106
Kilimanjaro,Mwanga,Msangeni,1314.375
Kilimanjaro,Mwanga,Mwanga Urban,803.5
Kilimanjaro,Mwanga,Mwaniko,1442.0434782608695
Kilimanjaro,Mwanga,Ngujini,1561.6
Kilimanjaro,Mwanga,Shinghatini,1226.9433962264152
Kilimanjaro,Rombo,Katangara Mrere,1663.909090909091
Kilimanjaro,Rombo,Kelamfua Mokala,1306.0
Kilimanjaro,Rombo,Keni  Alleni,1164.8
Kilimanjaro,Rombo,Keni Mengeni,1458.4938271604938
Kilimanjaro,Rombo,Kirongo Samanga,1318.125
Kilimanjaro,Rombo,Kirwa Keni,1479.6
Kilimanjaro,Rombo,Kisale Msangara,1267.04
Kilimanjaro,Rombo,Kitirima Kingachi,1420.375
Kilimanjaro,Rombo,Mahida Holili,1299.8918918918919
Kilimanjaro,Rombo,Makiidi,1485.8235294117646
Kilimanjaro,Rombo,Mamsera,975.21875
Kilimanjaro,Rombo,Mengwe Manda,1280.4473684210527
Kilimanjaro,Rombo,Motamburu Kitendani,1739.9285714285713
Kilimanjaro,Rombo,Nanjara Reha,1615.7222222222222
Kilimanjaro,Rombo,Olele,1361.3846153846155
Kilimanjaro,Rombo,Shimbi,1394.4782608695652
Kilimanjaro,Rombo,Tarekea Motamburu,1676.4666666666667
Kilimanjaro,Rombo,Ubetu Kahe,1635.780487804878
Kilimanjaro,Rombo,Ushiri Ikuini,1451.34375
Kilimanjaro,Same,Bendera,461.79411764705884
Kilimanjaro,Same,Bombo,1356.388888888889
Kilimanjaro,Same,Bwambo,1682.5
Kilimanjaro,Same,Chome,1600.6363636363637
Kilimanjaro,Same,Hedaru,714.2946428571429
Kilimanjaro,Same,Kihurio,502.4864864864865
Kilimanjaro,Same,Kirangare,1487.608695652174
Kilimanjaro,Same,Kisiwani,667.5
Kilimanjaro,Same,Makanya,705.46
Kilimanjaro,Same,Maore,530.9545454545455
Kilimanjaro,Same,Mhezi,1627.25
Kilimanjaro,Same,Mnyamba,1208.409090909091
Kilimanjaro,Same,Mpinji,1396.4
Kilimanjaro,Same,Mshewa,1439.0833333333333
Kilimanjaro,Same,Msindo,1440.421052631579
Kilimanjaro,Same,Mtii,1298.2
Kilimanjaro,Same,Mwembe,967.0185185185185
Kilimanjaro,Same,Ndungu,495.94444444444446
Kilimanjaro,Same,Njoro,1069.0
Kilimanjaro,Same,Ruvu,622.1428571428571
Kilimanjaro,Same,Same Urban,864.6
Kilimanjaro,Same,Suji,1487.1666666666667
Kilimanjaro,Same,Vudee,1460.0833333333333
Kilimanjaro,Same,Vuje,1402.576923076923
Kilimanjaro,Same,Vunta,1503.1724137931035
Kilimanjaro,Siha,Siha Kaskazini,1406.5172413793102
Kilimanjaro,Siha,Siha Kati,1249.2068965517242
Kilimanjaro,Siha,Siha Magharibi,1488.4857142857143
Kilimanjaro,Siha,Siha Mashariki,1378.559633027523
Lindi,Kilwa,Chumo,172.07692307692307
Lindi,Kilwa,Kandawale,129.0
Lindi,Kilwa,Kikole,10.76923076923077
Lindi,Kilwa,Kinjumbi,-9.731707317073171
Lindi,Kilwa,Kipatimu,307.06382978723406
Lindi,Kilwa,Kiranjeranje,21.59259259259259
Lindi,Kilwa,Kivinje Singino,40.714285714285715
Lindi,Kilwa,Lihimalyo,-4.2
Lindi,Kilwa,Likawage,114.15789473684211
Lindi,Kilwa,Mandawa,34.0
Lindi,Kilwa,Masoko,-28.470588235294116
Lindi,Kilwa,Miguruwe,131.83333333333334
Lindi,Kilwa,Mingumbi,43.84
Lindi,Kilwa,Miteja,-21.954545454545453
Lindi,Kilwa,Mitole,47.0
Lindi,Kilwa,Nanjirinji,48.07142857142857
Lindi,Kilwa,Njinjo,34.38095238095238
Lindi,Kilwa,Pande,-20.166666666666668
Lindi,Kilwa,Songosongo,-39.76923076923077
Lindi,Kilwa,Tingi,-15.19047619047619
Lindi,Lindi Rural,Chikonji,93.0
Lindi,Lindi Rural,Chiponda,242.76666666666668
Lindi,Lindi Rural,Kilolambwani,16.1
Lindi,Lindi Rural,Kitomanga,83.55555555555556
Lindi,Lindi Rural,Kiwalala,27.0
Lindi,Lindi Rural,Manwanga,267.0
Lindi,Lindi Rural,Matimba,68.72727272727273
Lindi,Lindi Rural,Mbanja,-9.2
Lindi,Lindi Rural,Mchinga,3.0454545454545454
Lindi,Lindi Rural,Milola,263.2142857142857
Lindi,Lindi Rural,Mipingo,74.5
Lindi,Lindi Rural,Mnara,659.5454545454545
Lindi,Lindi Rural,Mngoyo,-3.125
Lindi,Lindi Rural,Mnolela,106.58333333333333
Lindi,Lindi Rural,Mtama,84.4090909090909
Lindi,Lindi Rural,Mtua,48.4
Lindi,Lindi Rural,Nachunyu,48.25
Lindi,Lindi Rural,Nahukahuka,316.7142857142857
Lindi,Lindi Rural,Nangaru,145.0
Lindi,Lindi Rural,Ng'apa,2.0
Lindi,Lindi Rural,Ngangamara,204.375
Lindi,Lindi Rural,Nyangao,130.47619047619048
Lindi,Lindi Rural,Nyengedi,93.10714285714286
Lindi,Lindi Rural,Rutamba,172.77777777777777
Lindi,Lindi Rural,Sudi,32.285714285714285
Lindi,Lindi Rural,Tandangongoro,54.233333333333334
Lindi,Lindi Urban,Jamhuri,-7.533333333333333
Lindi,Lindi Urban,Mtanda,-3.0
Lindi,Lindi Urban,Rasbura,44.0
Lindi,Liwale,Barikiwa,499.90909090909093
Lindi,Liwale,Kiangara,312.2
Lindi,Liwale,Kibutuka,245.0
Lindi,Liwale,Kimambi,350.0
Lindi,Liwale,Liwale A,469.8333333333333
Lindi,Liwale,Liwale B,383.1818181818182
Lindi,Liwale,Makata,553.6923076923077
Lindi,Liwale,Mangirikiti,459.9
Lindi,Liwale,Mbaya,365.375
Lindi,Liwale,Mihumo,528.6923076923077
Lindi,Liwale,Mirui,262.5
Lindi,Liwale,Mkutano,267.8
Lindi,Liwale,Mlembwe,558.5714285714286
Lindi,Liwale,Mpigamiti,843.3333333333334
Lindi,Liwale,Nangano,285.3333333333333
Lindi,Liwale,Ngongowele,512.0
Lindi,Nachingwea,Chiola,343.6666666666667
Lindi,Nachingwea,Kiegei,409.14285714285717
Lindi,Nachingwea,Kilima Rondo,418.84
Lindi,Nachingwea,Kipara Mnero,308.0
Lindi,Nachingwea,Lionja,245.04761904761904
Lindi,Nachingwea,Marambo,399.5238095238095
Lindi,Nachingwea,Matekwe,430.14285714285717
Lindi,Nachingwea,Mbondo,336.22222222222223
Lindi,Nachingwea,Mkoka,276.4
Lindi,Nachingwea,Mkotokuyana,363.8
Lindi,Nachingwea,Mnero Miembeni,361.7142857142857
Lindi,Nachingwea,Mnero Ngongo,305.52941176470586
Lindi,Nachingwea,Mpiruka,405.625
Lindi,Nachingwea,Mtua,369.93333333333334
Lindi,Nachingwea,Naipanga,327.57142857142856
Lindi,Nachingwea,Naipingo,371.27272727272725
Lindi,Nachingwea,Namapwia,235.66666666666666
Lindi,Nachingwea,Namatula,377.8333333333333
Lindi,Nachingwea,Nambambo,366.54545454545456
Lindi,Nachingwea,Namikango,310.25
Lindi,Nachingwea,Nangowe,428.3333333333333
Lindi,Nachingwea,Nditi,267.8
Lindi,Nachingwea,Ndomoni,265.3
Lindi,Nachingwea,Ruponda,419.90909090909093
Lindi,Nachingwea,Stesheni,343.3333333333333
Lindi,Ruangwa,Chienjere,379.1875
Lindi,Ruangwa,Chunyu,219.6
Lindi,Ruangwa,Likunja,333.0
Lindi,Ruangwa,Luchelegwa,269.5925925925926
Lindi,Ruangwa,Makanjiro,286.5
Lindi,Ruangwa,Malolo,272.2826086956522
Lindi,Ruangwa,Mandarawe,378.44444444444446
Lindi,Ruangwa,Mandawa,281.2903225806452
Lindi,Ruangwa,Mbekenyera,268.34615384615387
Lindi,Ruangwa,Mnacho,401.5
Lindi,Ruangwa,Nambilanje,160.33333333333334
Lindi,Ruangwa,Namichinga,195.83333333333334
Lindi,Ruangwa,Narungombe,231.85
Lindi,Ruangwa,Nkowe,410.6470588235294
Lindi,Ruangwa,Ruangwa,289.73333333333335
Manyara,Babati,Arri,1585.3157894736842
Manyara,Babati,Bashinet,2041.421052631579
Manyara,Babati,Bonga,1417.4545454545455
Manyara,Babati,Dabil,1603.1063829787233
Manyara,Babati,Dareda,1625.4615384615386
Manyara,Babati,Duru,1499.2666666666667
Manyara,Babati,Gidas,1557.8947368421052
Manyara,Babati,Madunga,2075.9583333333335
Manyara,Babati,Magara,985.5526315789474
Manyara,Babati,Magugu,1006.875
Manyara,Babati,Mamire,1233.5304347826086
Manyara,Babati,Mwada,969.2666666666667
Manyara,Babati,Nkaiti,988.5454545454545
Manyara,Babati,Qash,1226.2307692307693
Manyara,Babati,Riroda,1415.6296296296296
Manyara,Babati,Sigino,1190.0
Manyara,Babati,Ufana,1832.6785714285713
Manyara,Hanang,Balangidalalu,1434.2105263157894
Manyara,Hanang,Bassodesh,1664.0
Manyara,Hanang,Bassotu,1691.5555555555557
Manyara,Hanang,Endasak,1609.7575757575758
Manyara,Hanang,Gehandu,1666.0
Manyara,Hanang,Gendabi,1655.6521739130435
Manyara,Hanang,Gidahababieg,1499.5
Manyara,Hanang,Gisambalang,1455.875
Manyara,Hanang,Gitting,1824.0
Manyara,Hanang,Hidet,1571.5
Manyara,Hanang,Hirbadaw,1598.4285714285713
Manyara,Hanang,Laghanga,1592.0
Manyara,Hanang,Masakta,1622.9375
Manyara,Hanang,Masqaroda,1553.1875
Manyara,Hanang,Measkron,1656.7272727272727
Manyara,Hanang,Mogitu,1679.911111111111
Manyara,Hanang,Nangwa,1615.6
Manyara,Hanang,Simbay,1469.0
Manyara,Hanang,Sirop,1504.4
Manyara,Kiteto,Bwagamoyo,1527.7272727272727
Manyara,Kiteto,Dongo,1347.0714285714287
Manyara,Kiteto,Dosidosi,1438.7777777777778
Manyara,Kiteto,Engusero,1458.8125
Manyara,Kiteto,Kibaya,1533.4285714285713
Manyara,Kiteto,Kijungu,1279.2
Manyara,Kiteto,Lengatei,1357.8260869565217
Manyara,Kiteto,Makame,1066.9285714285713
Manyara,Kiteto,Matui,1255.75
Manyara,Kiteto,Ndedo,1006.0
Manyara,Kiteto,Njoro,1497.5
Manyara,Kiteto,Olbolot,1318.0
Manyara,Kiteto,Partimbo,1430.4166666666667
Manyara,Kiteto,Songambele,1342.2777777777778
Manyara,Kiteto,Sunya,1125.1666666666667
Manyara,Mbulu,Bargish,1739.2777777777778
Manyara,Mbulu,Bashay,1936.16
Manyara,Mbulu,Daudi,1791.1666666666667
Manyara,Mbulu,Dongobesh,1932.9024390243903
Manyara,Mbulu,Gehandu,1694.4444444444443
Manyara,Mbulu,Haidom,1712.7333333333333
Manyara,Mbulu,Kainam,1852.6666666666667
Manyara,Mbulu,Maghang,1772.625
Manyara,Mbulu,Maretadu,1735.6571428571428
Manyara,Mbulu,Masieda,1501.875
Manyara,Mbulu,Mbulu Urban,1746.0
Manyara,Mbulu,Murray,1910.5
Manyara,Mbulu,Sanu,1830.8275862068965
Manyara,Mbulu,Tlawi,1844.1
Manyara,Mbulu,Tumati,2067.6428571428573
Manyara,Mbulu,Yaeda Chini,1338.0714285714287
Manyara,Simanjiro,Loibor Siret,1303.7058823529412
Manyara,Simanjiro,Loibor Soit,617.8888888888889
Manyara,Simanjiro,Mererani,912.2641509433962
Manyara,Simanjiro,Msitu wa Tembo,698.8545454545455
Manyara,Simanjiro,Naberera,1262.4705882352941
Manyara,Simanjiro,Ngorika,683.5
Manyara,Simanjiro,Oljoro,1052.6666666666667
Manyara,Simanjiro,Orkesumet,1298.2058823529412
Manyara,Simanjiro,Ruvu Remit,597.0
Manyara,Simanjiro,Shambarai,920.829268292683
Manyara,Simanjiro,Terrat,1195.1
Mara,Bunda,Bunda,1285.7666666666667
Mara,Bunda,Butimba,1168.5
Mara,Bunda,Hunyari,1251.72
Mara,Bunda,Igundu,1184.5384615384614
Mara,Bunda,Iramba,1157.857142857143
Mara,Bunda,Kabasa,1266.0833333333333
Mara,Bunda,Kibara,1158.391304347826
Mara,Bunda,Kisorya,1150.7142857142858
Mara,Bunda,Mcharo,1255.404761904762
Mara,Bunda,Nansimo,1153.4285714285713
Mara,Bunda,Neruma,1175.8444444444444
Mara,Bunda,Nyamhula,1172.9444444444443
Mara,Bunda,Nyamuswa,1407.0
Mara,Bunda,Salama,1502.5
Mara,Bunda,Sazira,1336.8181818181818
Mara,Bunda,Wariku,1238.4615384615386
Mara,Musoma Rural,Bugwema,1175.2
Mara,Musoma Rural,Buhemba,1390.9166666666667
Mara,Musoma Rural,Bukabwa,1237.0
Mara,Musoma Rural,Bukima,1185.5714285714287
Mara,Musoma Rural,Bukumi,1156.0
Mara,Musoma Rural,Buruma,1273.3529411764705
Mara,Musoma Rural,Buswahili,1195.7272727272727
Mara,Musoma Rural,Butiama,1412.1515151515152
Mara,Musoma Rural,Butuguri,1351.0
Mara,Musoma Rural,Bwasi,1216.0
Mara,Musoma Rural,Bwiregi,1225.3939393939395
Mara,Musoma Rural,Etaro,1212.1764705882354
Mara,Musoma Rural,Kukirango,1249.423076923077
Mara,Musoma Rural,Kyanyari,1258.357142857143
Mara,Musoma Rural,Makojo,1171.4
Mara,Musoma Rural,Masaba,1382.5217391304348
Mara,Musoma Rural,Mugango,1155.5
Mara,Musoma Rural,Murangi,1167.6666666666667
Mara,Musoma Rural,Muriaza,1466.9615384615386
Mara,Musoma Rural,Nyakatende,1192.2307692307693
Mara,Musoma Rural,Nyambono,1251.4117647058824
Mara,Musoma Rural,Nyamimange,1230.28125
Mara,Musoma Rural,Nyamrandirira,1181.888888888889
Mara,Musoma Rural,Nyankanga,1206.9411764705883
Mara,Musoma Rural,Suguti,1170.5
Mara,Musoma Rural,Tegeruka,1206.5
Mara,Rorya,Bukwe,1323.4
Mara,Rorya,Kigunga,1265.75
Mara,Rorya,Kirongo,1228.0
Mara,Rorya,Kisumwa,1195.6
Mara,Rorya,Kitembe,1366.0
Mara,Rorya,Komuge,1198.6923076923076
Mara,Rorya,Koryo,1244.0
Mara,Rorya,Kyang'ombe,1172.1363636363637
Mara,Rorya,Mirare,1342.2727272727273
Mara,Rorya,Mkoma,1248.0208333333333
Mara,Rorya,Nyahongo,1182.3333333333333
Mara,Rorya,Nyamagaro,1210.8181818181818
Mara,Rorya,Nyamtinga,1257.0
Mara,Rorya,Nyamunga,1168.0
Mara,Rorya,Nyathorogo,1216.3
Mara,Rorya,Rabuor,1210.5
Mara,Serengeti,Busawe,1258.2307692307693
Mara,Serengeti,Ikoma,1491.75
Mara,Serengeti,Issenye,1286.695652173913
Mara,Serengeti,Kebanchabancha,1371.5365853658536
Mara,Serengeti,Kenyamonta,1278.9080459770114
Mara,Serengeti,Kisaka,1220.4285714285713
Mara,Serengeti,Kisangura,1613.0
Mara,Serengeti,Kyambahi,1529.3103448275863
Mara,Serengeti,Machochwe,1537.52
Mara,Serengeti,Manchira,1567.2222222222222
Mara,Serengeti,Mugumu Urban,1605.359375
Mara,Serengeti,Natta,1367.5915492957747
Mara,Serengeti,Nyamatare,1400.9811320754718
Mara,Serengeti,Nyambureti,1387.5294117647059
Mara,Serengeti,Nyamoko,1525.9375
Mara,Serengeti,Rigicha,1340.6206896551723
Mara,Serengeti,Ring'wani,1382.857142857143
Mara,Serengeti,Rung'bure,1453.3684210526317
Mara,Tarime,Binagi,1644.4761904761904
Mara,Tarime,Bukura,1188.0
Mara,Tarime,Bumera,1318.6666666666667
Mara,Tarime,Goribe,1381.6666666666667
Mara,Tarime,Ikoma,1474.0
Mara,Tarime,Kemambo,1269.0
Mara,Tarime,Kibasuka,1327.0
Mara,Tarime,Manga,1246.6666666666667
Mara,Tarime,Matongo,1286.6666666666667
Mara,Tarime,Muriba,1818.5
Mara,Tarime,Nyakonga,1670.8333333333333
Mara,Tarime,Nyamwaga,1657.9375
Mara,Tarime,Nyandoto,1292.857142857143
Mara,Tarime,Nyanungu,1830.5
Mara,Tarime,Nyarero,1664.5555555555557
Mara,Tarime,Nyarokoba,1489.0
Mara,Tarime,Pemba,1598.0833333333333
Mara,Tarime,Roche,1257.25
Mara,Tarime,Serengeti National Park,1796.6
Mara,Tarime,Sirari,1614.5555555555557
Mara,Tarime,Tai,1206.304347826087
Mara,Tarime,Turwa,1501.0
Mbeya,Chunya,Chalangwa,
Mbeya,Chunya,Chokaa,
Mbeya,Chunya,Galula,
Mbeya,Chunya,Gua,
Mbeya,Chunya,Ifumbo,
Mbeya,Chunya,Itewe,
Mbeya,Chunya,Kambikatoto,
Mbeya,Chunya,Kanga,
Mbeya,Chunya,Kapalala,
Mbeya,Chunya,Lupa tingatinga,
Mbeya,Chunya,Luwalaje,
Mbeya,Chunya,Mafyeko,
Mbeya,Chunya,Makongorosi,
Mbeya,Chunya,Mamba,
Mbeya,Chunya,Matwiga,
Mbeya,Chunya,Mbangala,
Mbeya,Chunya,Mbugani,
Mbeya,Chunya,Mbuyuni,
Mbeya,Chunya,Mkwajuni,
Mbeya,Chunya,Mtanila,
Mbeya,Chunya,Ngwala,
Mbeya,Ileje,Bupigu,
Mbeya,Ileje,Chitete,
Mbeya,Ileje,Ikinga,
Mbeya,Ileje,Isongole,
Mbeya,Ileje,Itumba,
Mbeya,Ileje,Kafule,
Mbeya,Ileje,Luswisi,
Mbeya,Ileje,Malangali,
Mbeya,Ileje,Mbebe,
Mbeya,Ileje,Ndola,
Mbeya,Kyela,Bujonde,
Mbeya,Kyela,Busole,
Mbeya,Kyela,Ikama,
Mbeya,Kyela,Ikolo,
Mbeya,Kyela,Ipande,
Mbeya,Kyela,Ipinda,
Mbeya,Kyela,Kajunjumele,
Mbeya,Kyela,Katumbasongwe,
Mbeya,Kyela,Kyela Urban,
Mbeya,Kyela,Lusungo,
Mbeya,Kyela,Makwale,
Mbeya,Kyela,Matema,
Mbeya,Kyela,Mwaya,
Mbeya,Kyela,Ngana,
Mbeya,Kyela,Ngonga,
Mbeya,Mbarali,Chimala,
Mbeya,Mbarali,Igurusi,
Mbeya,Mbarali,Madibira,
Mbeya,Mbarali,Mahongole,
Mbeya,Mbarali,Mapogoro,
Mbeya,Mbarali,Mawindi,
Mbeya,Mbarali,Ruiwa,
Mbeya,Mbarali,Rujewa,
Mbeya,Mbarali,Ubaruku,
Mbeya,Mbarali,Utengule Usangu,
Mbeya,Mbeya Rural,Bonde la Songwe,
Mbeya,Mbeya Rural,Igale,
Mbeya,Mbeya Rural,Ihango,
Mbeya,Mbeya Rural,Ijombe,
Mbeya,Mbeya Rural,Ilembo,
Mbeya,Mbeya Rural,Ilungu,
Mbeya,Mbeya Rural,Inyala,
Mbeya,Mbeya Rural,Isuto,
Mbeya,Mbeya Rural,Iwiji,
Mbeya,Mbeya Rural,Iwindi,
Mbeya,Mbeya Rural,Iyunga mapinduzi,
Mbeya,Mbeya Rural,Mshewe,
Mbeya,Mbeya Rural,Santilya,
Mbeya,Mbeya Rural,Tembela,
Mbeya,Mbeya Rural,Ulenje,
Mbeya,Mbeya Rural,Utengule Usongwe,
Mbeya,Mbozi,Chilulumo,
Mbeya,Mbozi,Chiwezi,
Mbeya,Mbozi,Halungu,
Mbeya,Mbozi,Igamba,
Mbeya,Mbozi,Ihanda,
Mbeya,Mbozi,Isandula,
Mbeya,Mbozi,Isansa,
Mbeya,Mbozi,Itaka,
Mbeya,Mbozi,Ivuna,
Mbeya,Mbozi,Iyula,
Mbeya,Mbozi,Kamsamba,
Mbeya,Mbozi,Kapele,
Mbeya,Mbozi,Mlangali,
Mbeya,Mbozi,Mlowo,
Mbeya,Mbozi,Msangano,
Mbeya,Mbozi,Msia,
Mbeya,Mbozi,Myovizi,
Mbeya,Mbozi,Myunga,
Mbeya,Mbozi,Nambinzo,
Mbeya,Mbozi,Ndalambo,
Mbeya,Mbozi,Nkangamo,
Mbeya,Mbozi,Nyimbili,
Mbeya,Mbozi,Ruanda,
Mbeya,Mbozi,Tunduma,
Mbeya,Rungwe,Ikuti,
Mbeya,Rungwe,Ilima,
Mbeya,Rungwe,Isange,
Mbeya,Rungwe,Isongole,
Mbeya,Rungwe,Itete,
Mbeya,Rungwe,Kabula,
Mbeya,Rungwe,Kambasegese,
Mbeya,Rungwe,Kandete,
Mbeya,Rungwe,Katumba,
Mbeya,Rungwe,Kinyala,
Mbeya,Rungwe,Kisegese,
Mbeya,Rungwe,Kisondela,
Mbeya,Rungwe,Kiwira,
Mbeya,Rungwe,Kyimo,
Mbeya,Rungwe,Lufilyo,
Mbeya,Rungwe,Lufingo,
Mbeya,Rungwe,Lupata,
